ocel:eid,ocel:timestamp,ocel:activity,ocel:type:case:concept:name,ocel:type:org:resource,ocel:type:case:repo
1406,2021-10-13 05:37:05+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/271/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1407,2021-10-13 05:37:05+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/271/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1408,2021-10-13 09:42:10+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/271/timeline'],['JDaniloC'],['pm4py/pm4py-core']
1415,2021-10-15 15:37:57+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/273/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1413,2021-10-15 15:37:58+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/272/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1416,2021-10-15 15:37:58+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/273/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1417,2021-10-15 18:10:21+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/273/timeline'],['JDaniloC'],['pm4py/pm4py-core']
1418,2021-10-19 20:49:47+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/274/timeline'],['JDaniloC'],['pm4py/pm4py-core']
1419,2021-10-20 10:28:51+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/274/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1422,2021-10-20 12:30:44+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/275/timeline'],['JDaniloC'],['pm4py/pm4py-core']
1420,2021-10-20 12:31:01+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/274/timeline'],['JDaniloC'],['pm4py/pm4py-core']
1426,2021-10-23 03:42:18+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/276/timeline'],['hyl6688'],['pm4py/pm4py-core']
1427,2021-10-23 14:01:50+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/276/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1430,2021-10-30 12:21:28+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/277/timeline'],['mennaawael'],['pm4py/pm4py-core']
1431,2021-10-30 12:29:18+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/277/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1432,2021-10-30 12:35:41+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/277/timeline'],['mennaawael'],['pm4py/pm4py-core']
1433,2021-10-30 12:38:23+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/277/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1434,2021-10-30 13:42:27+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/277/timeline'],['mennaawael'],['pm4py/pm4py-core']
1435,2021-11-02 09:31:27+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/277/timeline'],['mennaawael'],['pm4py/pm4py-core']
1436,2021-11-02 09:35:15+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/278/timeline'],['mennaawael'],['pm4py/pm4py-core']
1437,2021-11-02 12:45:45+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/278/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1438,2021-11-02 12:45:46+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/278/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1439,2021-11-03 06:14:02+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/278/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1440,2021-11-03 06:14:02+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/278/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1441,2021-11-04 16:29:45+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/279/timeline'],['BoltMaud'],['pm4py/pm4py-core']
1428,2021-11-08 13:15:15+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/276/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1429,2021-11-08 13:15:15+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/276/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1444,2021-11-09 12:45:57+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/280/timeline'],['Mariam223'],['pm4py/pm4py-core']
1445,2021-11-09 15:28:48+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/280/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1446,2021-11-09 15:31:16+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/280/timeline'],['Mariam223'],['pm4py/pm4py-core']
1447,2021-11-09 16:06:30+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/281/timeline'],['samtaylor54321'],['pm4py/pm4py-core']
1448,2021-11-09 16:27:07+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/281/timeline'],['samtaylor54321'],['pm4py/pm4py-core']
1449,2021-11-10 07:41:32+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/281/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1450,2021-11-10 10:10:42+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/281/timeline'],['samtaylor54321'],['pm4py/pm4py-core']
1451,2021-11-10 10:10:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/281/timeline'],['samtaylor54321'],['pm4py/pm4py-core']
1452,2021-11-10 14:24:28+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/282/timeline'],['johannesmols'],['pm4py/pm4py-core']
1453,2021-11-10 14:52:54+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/282/timeline'],['johannesmols'],['pm4py/pm4py-core']
1454,2021-11-10 14:52:54+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/282/timeline'],['johannesmols'],['pm4py/pm4py-core']
1455,2021-11-10 17:04:26+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/283/timeline'],['phi1-h'],['pm4py/pm4py-core']
1456,2021-11-12 16:13:19+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/283/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1457,2021-11-12 16:13:19+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/283/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1442,2021-11-12 16:14:06+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/279/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1443,2021-11-12 16:14:06+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/279/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1421,2021-11-12 16:14:26+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/274/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1423,2021-11-12 16:14:26+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/275/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1424,2021-11-12 16:14:26+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/275/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1425,2021-11-12 17:25:18+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/275/timeline'],['JDaniloC'],['pm4py/pm4py-core']
1458,2021-11-13 05:57:15+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/283/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1460,2021-11-13 05:57:15+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/284/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1461,2021-11-13 05:57:27+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/284/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1462,2021-11-13 05:57:27+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/284/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1463,2021-11-13 05:58:11+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/284/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1464,2021-11-14 19:01:42+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/285/timeline'],['lmoustak'],['pm4py/pm4py-core']
1465,2021-11-15 06:31:19+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/285/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1466,2021-11-16 16:16:01+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/285/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1467,2021-11-16 16:16:01+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/285/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1468,2021-11-16 20:08:19+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/286/timeline'],['sarahsporck'],['pm4py/pm4py-core']
1469,2021-11-17 11:37:57+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/286/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1459,2021-11-23 10:00:50+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/283/timeline'],['phi1-h'],['pm4py/pm4py-core']
1472,2021-11-23 10:00:50+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/287/timeline'],['phi1-h'],['pm4py/pm4py-core']
1473,2021-11-23 10:11:46+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/287/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1474,2021-11-23 10:11:46+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/287/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1475,2021-11-23 21:26:12+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/288/timeline'],['vagalvez'],['pm4py/pm4py-core']
1476,2021-11-24 05:46:33+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/288/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1477,2021-11-24 14:44:19+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/288/timeline'],['vagalvez'],['pm4py/pm4py-core']
1478,2021-11-24 14:44:32+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/288/timeline'],['vagalvez'],['pm4py/pm4py-core']
1479,2021-11-29 13:21:02+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/289/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1482,2021-11-30 11:38:37+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/290/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1483,2021-11-30 11:46:05+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/290/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1484,2021-11-30 11:49:13+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/290/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1485,2021-11-30 11:57:48+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/290/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1486,2021-12-01 10:04:06+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/290/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1488,2021-12-02 08:28:33+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/291/timeline'],['jaripeeperkorn'],['pm4py/pm4py-core']
1487,2021-12-02 08:46:52+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/290/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1489,2021-12-02 08:46:52+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/291/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1490,2021-12-03 13:55:28+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/291/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
1493,2021-12-06 12:44:28+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['darjooling86'],['pm4py/pm4py-core']
1494,2021-12-06 13:30:19+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1495,2021-12-07 08:49:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['darjooling86'],['pm4py/pm4py-core']
1496,2021-12-07 08:51:03+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1497,2021-12-07 17:17:41+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['darjooling86'],['pm4py/pm4py-core']
1500,2021-12-09 12:02:21+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/293/timeline'],['fmannhardt'],['pm4py/pm4py-core']
1501,2021-12-09 13:31:03+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/293/timeline'],['fmannhardt'],['pm4py/pm4py-core']
1508,2021-12-09 16:42:10+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/294/timeline'],['EduardoGoulart1'],['pm4py/pm4py-core']
1512,2021-12-10 01:44:26+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/295/timeline'],['Th0m4sR'],['pm4py/pm4py-core']
1513,2021-12-10 09:08:52+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/295/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1502,2021-12-10 09:14:09+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/293/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1509,2021-12-10 12:33:33+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/294/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1510,2021-12-10 12:33:33+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/294/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1516,2021-12-10 15:18:32+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/296/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1511,2021-12-10 15:18:33+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/294/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1517,2021-12-10 15:25:59+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/296/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1519,2021-12-14 15:13:57+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/297/timeline'],['phi1-h'],['pm4py/pm4py-core']
1522,2021-12-14 15:25:34+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/298/timeline'],['phi1-h'],['pm4py/pm4py-core']
1518,2021-12-14 16:59:10+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/296/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1480,2021-12-14 17:05:49+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/289/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1481,2021-12-14 17:05:49+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/289/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1523,2021-12-14 17:06:18+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/298/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1524,2021-12-14 17:06:18+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/298/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1520,2021-12-14 17:06:43+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/297/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1521,2021-12-14 17:06:43+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/297/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1470,2021-12-14 17:15:14+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/286/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1471,2021-12-14 17:15:15+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/286/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1491,2021-12-14 17:15:28+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/291/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1492,2021-12-14 17:15:28+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/291/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1498,2021-12-14 17:15:50+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1499,2021-12-14 17:15:50+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/292/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1503,2021-12-14 17:16:04+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/293/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1504,2021-12-14 17:16:04+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/293/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1514,2021-12-14 17:16:38+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/295/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1515,2021-12-14 17:16:38+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/295/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1525,2021-12-15 17:03:37+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/299/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1526,2021-12-16 06:37:18+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/299/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1527,2021-12-16 06:40:05+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/299/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1528,2021-12-16 06:40:05+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/299/timeline'],['gregvanhoudt'],['pm4py/pm4py-core']
1529,2021-12-16 08:54:49+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/300/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1530,2021-12-16 08:54:53+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/300/timeline'],['CLAassistant'],['pm4py/pm4py-core']
1531,2021-12-16 08:59:05+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/300/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1532,2021-12-16 08:59:06+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/300/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1533,2021-12-17 13:46:02+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['pastra98'],['pm4py/pm4py-core']
1534,2021-12-17 13:49:18+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1535,2021-12-17 13:55:43+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['pastra98'],['pm4py/pm4py-core']
1536,2021-12-17 14:00:15+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1537,2021-12-17 14:39:46+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['pastra98'],['pm4py/pm4py-core']
1538,2021-12-17 14:42:04+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['pastra98'],['pm4py/pm4py-core']
1539,2021-12-18 12:11:52+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1540,2021-12-18 12:11:52+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1541,2021-12-18 12:54:00+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/301/timeline'],['pastra98'],['pm4py/pm4py-core']
1542,2021-12-21 09:54:43+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/302/timeline'],['easygold'],['pm4py/pm4py-core']
1543,2021-12-21 12:10:47+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/302/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1546,2021-12-22 17:32:02+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/303/timeline'],['LordHeImchen'],['pm4py/pm4py-core']
1547,2021-12-28 06:52:36+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/303/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
985,2022-01-02 22:56:41+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/189/timeline'],['simsherpa'],['pm4py/pm4py-core']
1550,2022-01-03 07:47:35+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/304/timeline'],['lll-lin'],['pm4py/pm4py-core']
1555,2022-01-03 10:45:52+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/305/timeline'],['jaripeeperkorn'],['pm4py/pm4py-core']
1556,2022-01-04 12:57:04+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/305/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1551,2022-01-04 12:58:56+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/304/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1552,2022-01-04 12:58:56+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/304/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1553,2022-01-04 12:58:59+00:00,reopened,['https://api.github.com/repos/pm4py/pm4py-core/issues/304/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1557,2022-01-06 14:29:42+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/305/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1558,2022-01-06 14:29:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/305/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1548,2022-01-06 14:29:52+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/303/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1549,2022-01-06 14:29:52+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/303/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1559,2022-01-10 19:32:48+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/306/timeline'],['joaocmd'],['pm4py/pm4py-core']
1560,2022-01-11 14:00:31+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/306/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1564,2022-01-19 13:25:15+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['Erinaceida'],['pm4py/pm4py-core']
1565,2022-01-20 06:30:12+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1572,2022-01-24 07:46:12+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['tzepterbvv'],['pm4py/pm4py-core']
1573,2022-01-24 07:49:14+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1579,2022-01-24 17:00:14+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/309/timeline'],['Ashar61'],['pm4py/pm4py-core']
1580,2022-01-24 17:00:40+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/309/timeline'],['Ashar61'],['pm4py/pm4py-core']
1566,2022-01-25 13:23:06+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['Erinaceida'],['pm4py/pm4py-core']
1567,2022-01-25 13:23:06+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['Erinaceida'],['pm4py/pm4py-core']
1568,2022-01-25 13:23:06+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1569,2022-01-25 13:23:06+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1570,2022-01-25 13:23:06+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1571,2022-01-25 13:23:06+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/307/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1554,2022-01-25 15:13:39+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/304/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1561,2022-01-25 15:54:02+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/306/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1562,2022-01-25 15:54:02+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/306/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1574,2022-01-26 07:11:43+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
1575,2022-01-26 09:07:51+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['tzepterbvv'],['pm4py/pm4py-core']
1576,2022-01-26 09:07:51+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['tzepterbvv'],['pm4py/pm4py-core']
1577,2022-01-26 09:07:51+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1578,2022-01-26 09:07:51+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/308/timeline'],['fit-sebastiaan-van-zelst'],['pm4py/pm4py-core']
1563,2022-01-26 09:19:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/306/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
